Sources can be outdated very quickly and thus will be updated periodically - otherwise refer also to state ministries etc. where numbers differ as updating checks are made by us from Kreis (district) to Landes (state) or within the district websites,,,,,,,,,,,,,,,,,,,,,,,,
"Data can be used for reproduction with attribution to ""Risklayer GmbH (www.risklayer.com) and Center for Disaster Management and Risk Reduction Technology (CEDIM) at Karlsruhe Institute of Technology (KIT) and the Risklayer-CEDIM SARS-CoV-2 Crowdsourcing Contributors"".",,,,,,,|,,,,,,,,,,,,,,,,,
"Please watch out for Landkreis vs. Stadt. Bitte aufpassen, dass ihr nicht Kreisfreie Stadt und Landkreis verwechselt - Vielen Dank  (and Thanks) für die Hilfe und Bereitschaft, Trends für Deutschland auf Kreisebene darzustellen!",,,,,,,HIER BITTE ANFANGEN,,,,,,,,,,,,,,,,,
Contact: James Daniell (@JamesEDaniell on Twitter) or via the Risklayer Website; and Johannes Brand (@JohannesBrand98).,,,,,,,Erste,Erste,Erste,Erste,Erste,Erste,Erste,Erste,,Zweite,Zweite,Zweite,Zweite,Dritte,Dritte,Dritte,Dritte,
Remscheid,Kreisfreie Stadt,19,27%,https://remscheid.de/pressearchiv/meldungen-2020/03-maerz/146380100000143530.php,https://remscheid.de/pressearchiv/meldungen-2020/03-maerz/146380100000143530.php,19/03/2020 00:00,19,,,,,,,,0,,,,,,,,,5
Rendsburg-Eckernförde,Kreis,16,23%,https://www.kreis-rendsburg-eckernfoerde.de/service/aktuelles-coronavirus/,https://www.kreis-rendsburg-eckernfoerde.de/service/aktuelles-coronavirus/,19/03/2020 00:09,16,,,,,,,,0,,,,,,,,,1
Reutlingen,Landkreis,49,14%,https://www.kreis-reutlingen.de/de/Aktuelles/Landkreis-aktuell/Landkreis-aktuell?view=publish&item=article&id=1909,https://www.kreis-reutlingen.de/de/Aktuelles/Landkreis-aktuell/Landkreis-aktuell?view=publish&item=article&id=1909,19/03/2020 00:00,49,,,,,,,,0,,,,,,,,,8
Rhein-Erft-Kreis,Kreis,104,17%,https://www.rhein-erft-kreis.de/coronavirus,https://www.rhein-erft-kreis.de/coronavirus,19/03/2020 00:00,104,,,,,,,,0,,,,,,,,,5
Rhein-Hunsrück-Kreis,Landkreis,33,18%,https://www.kreis-sim.de/Aktuelles/Informationen-zum-Coronavirus/,https://www.kreis-sim.de/Aktuelles/Informationen-zum-Coronavirus/,18.03.2020 16:00,35,,,,,3/19/2020 15:44:43,https://lua.rlp.de/de/presse/detail/news/News/detail/coronavirus-sars-cov-2-aktuelle-fallzahlen-fuer-rheinland-pfalz/,@passix_,1,,,,,,,,,7
Rhein-Kreis Neuss,Kreis,50,0%,https://www.rhein-kreis-neuss.de/de/verwaltung-politik/pressemeldungen/2020/174-aktuell-44-infektionen-mit-dem-coronavirus-im-rhein-kreis-neuss.html,https://www.rhein-kreis-neuss.de/de/verwaltung-politik/pressemeldungen/2020/174-aktuell-44-infektionen-mit-dem-coronavirus-im-rhein-kreis-neuss.html,19/03/2020 00:00,60,,,,,,,,1,,,,,,,,,5
Rhein-Lahn-Kreis,Landkreis,26,73%,https://www.rhein-lahn-kreis.de/aktuelles/corona/corona-aktueller-stand-15-3/,https://www.rhein-lahn-kreis.de/aktuelles/corona/corona-aktueller-stand-18-3/,18/03/2020 16:30,27,,,,,3/19/2020 15:44:43,https://www.rhein-lahn-kreis.de/aktuelles/corona/landrat-frank-puchtler-informiert-ueber-die-aktuelle-corona-lage-1/,@passix_,1,,,,,,,,,7
Rhein-Neckar-Kreis,Landkreis,127,17%,https://sozialministerium.baden-wuerttemberg.de/de/gesundheit-pflege/gesundheitsschutz/infektionsschutz-hygiene/informationen-zu-coronavirus/,"https://www.rhein-neckar-kreis.de/,Lde/start/landratsamt/coronavirus+-+faq.html",18.03.2020,154,,,,,19.03.2020 15:40,"https://www.rhein-neckar-kreis.de/,Lde/start/landratsamt/coronavirus+-+faq.html",@PAmapleleaf,1,,,,,,,,,8
Rhein-Pfalz-Kreis,Landkreis,5,67%,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,18/03/2020 16:30,7,,,,,3/19/2020 15:44:43,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,@passix_,1,,,,,,,,,7
Rhein-Sieg-Kreis,Kreis,158,42%,https://www.rhein-sieg-kreis.de/corona,https://www.rhein-sieg-kreis.de/corona,19/03/2020 00:00,158,,,,,,,,0,,,,,,,,,5
Rheingau-Taunus-Kreis,Landkreis,27,8%,https://www.rheingau-taunus.de/aktuelles/hinweise/detail/informationen-zum-coronavirus.html,https://www.rheingau-taunus.de/aktuelles/hinweise/detail/informationen-zum-coronavirus.html,19/03/2020 00:00,27,,,,,,,,0,,,,,,,,,6
Rheinisch-Bergischer Kreis,Kreis,69,15%,https://www.rbk-direkt.de/news/28836/52-bestaetigte-corona-faelle-im-rheinisch-bergischen-kreis-,https://www.rbk-direkt.de/news/28836/52-bestaetigte-corona-faelle-im-rheinisch-bergischen-kreis-,19/03/2020 00:00,69,,,,,,,,0,,,,,,,,,5
Rhön-Grabfeld,Landkreis,3,0%,https://www.rhoen-grabfeld.de/internet/index.php?page=15492&,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,18/03/2020 21:50,8,,7,1,,3/19/2020 15:39,https://www.rhoen-grabfeld.de/internet/index.php?page=15492&,@LunaticMax,1,,,,,,,,,9
Rosenheim,Kreisfreie Stadt,1,0%,https://rosenheim.de/aktuell-rathaus/stadt-und-landkreis-rosenheim-aktuelle-informationen-zum-corona-virus.html,https://rosenheim.de/aktuell-rathaus/stadt-und-landkreis-rosenheim-aktuelle-informationen-zum-corona-virus.html,19/03/2020 00:00,1,,,,,3/19/2020 15:39,https://www.landkreis-rosenheim.de/#{2}%7B2%7D,@LunaticMax,0,,,,,,,,,9
Rosenheim,Landkreis,76,62%,https://www.landkreis-rosenheim.de/#{2},https://www.landkreis-rosenheim.de/Default.asp?rq_AppGuid=D53E3617FFC7C16729E9ABD3CE049BFAE5B2C888&rq_TargetPageGuid=868C21C44B5C21E6A7E5D94015AA8043B75FFA61&rq_RecId=33363736&rq_MenuGuid=81E6AF0753F9AC2FE91C86253937F9D94C472C26&rq_TemplateKey=73746167655F6170706D61696E&rq_Lang=de,19/03/2020 00:00,90,,,,,3/19/2020 15:39,https://www.landkreis-rosenheim.de/#{2}%7B2%7D,@LunaticMax,1,,,,,,,,,9
Rostock,Kreisfreie Stadt,23,44%,https://www.rostock.de/pandemie,https://www.rostock.de/pandemie,19/03/2020 00:00,23,,,,,,,,0,,,,,,,,,13
Rostock,Landkreis,19,46%,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,19/03/2020 00:00,19,,,,,,,,0,,,,,,,,,13
Rotenburg (Wümme),Landkreis,19,6%,https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html?rubrik=1007,https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html?rubrik=1007,19/03/2020 00:00,22,,,,,,,,1,,,,,,,,,3
Roth,Landkreis,7,40%,https://www.landratsamt-roth.de/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,18/03/2020 21:50,8,,,,,3/19/2020 15:43,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@LunaticMax,1,,,,,,,,,9
Rottal-Inn,Landkreis,36,20%,https://www.rottal-inn.de/buergerservice-formulare/gesundheitsamt/coronavirus-aktuelle-informationen/,https://www.rottal-inn.de/buergerservice-formulare/gesundheitsamt/coronavirus-aktuelle-informationen/,18/03/2020 12:00,46,1,400,6/1,,3/19/2020 15:44:43,https://www.rottal-inn.de/buergerservice-formulare/gesundheitsamt/coronavirus-aktuelle-informationen/,@SeitlDaniel,1,,,,,,,,,9
Rottweil,Landkreis,5,0%,https://www.schwarzwaelder-bote.de/inhalt.kreis-rottweil-erster-corona-todesfall-im-landkreis.9d46442f-7609-4908-b4e8-19c21d3c9cd0.html,https://www.schwarzwaelder-bote.de/inhalt.kreis-rottweil-erster-corona-todesfall-im-landkreis.9d46442f-7609-4908-b4e8-19c21d3c9cd0.html,19/03/2020 00:00,5,,,,,,,,0,,,,,,,,,8
Saale-Holzland-Kreis,Landkreis,5,25%,https://www.saaleholzlandkreis.de/index.php?id=2759,https://www.saaleholzlandkreis.de/index.php?id=2759,18.03.2020 13:30,5,,,,,,,,0,,,,,,,,,16
Saale-Orla-Kreis,Landkreis,4,33%,https://www.saale-orla-kreis.de/sok/,https://www.saale-orla-kreis.de/sok/,18/03/2020 22:20,4,,,,,,,,0,,,,,,,,,16
Saalekreis,Landkreis,6,100%,https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html,https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html,18/03/2020 18:00,6,,,,,,,,0,,,,,,,,,15
Saalfeld-Rudolstadt,Landkreis,5,0%,http://www.kreis-slf.de/landratsamt/nachrichtenansicht/archive/2020/m%C3%A4rz/13/article/fuenf-bestaetigte-corona-faelle-im-landkreis/,http://www.kreis-slf.de/landratsamt/nachrichtenansicht/archive/2020/m%C3%A4rz/13/article/fuenf-bestaetigte-corona-faelle-im-landkreis/,18/03/2020 22:20,5,,,,,,,,0,,,,,,,,,16
Saarlouis,Landkreis,26,8%,https://www.kreis-saarlouis.de/Aktuelles/Corona-Ticker-Aktuelle-Lage.html?,https://www.saarland.de/SID-9933E942-F677190A/59841_254585.htm,19/03/2020 00:00,26,,,,,,,,0,,,,,,,,,10
Saarpfalz-Kreis,Landkreis,28,65%,https://www.saarpfalz-kreis.de/images/Gesundheitsamt/2020/Medieninfo_MfSGFF_163_Saarlndisches_Gesundheitsministerium_besttigt_weitere_elf_Erkrankungen_am_Coronavirus.pdf,https://www.saarland.de/SID-9933E942-F677190A/59841_254585.htm,19/03/2020 00:00,28,,,,,,,,0,,,,,,,,,10
Sächsische Schweiz-Osterzgebirge,Landkreis,20,43%,https://www.landratsamt-pirna.de/50282.htm,https://www.sms.sachsen.de/coronavirus.html,18/03/2020 22:20,20,,,,,,,,0,,,,,,,,,14
Salzgitter,Kreisfreie Stadt,5,67%,https://www.salzgitter.de/,https://www.salzgitter.de/,18/03/2020 22:20,7,,45,,,19/03/2020 10:07,https://www.salzgitter.de/,@LunaticMax,1,,,,,,,,,3
Salzlandkreis,Landkreis,8,0%,https://www.salzlandkreis.de/verwaltung/fachdienste-plattform/34-gesundheit/corona-virus/,https://www.salzlandkreis.de/verwaltung/fachdienste-plattform/34-gesundheit/corona-virus/,18/03/2020 18:00,8,,,,,,,,0,,,,,,,,,15
Schaumburg,Landkreis,12,140%,https://www.niedersachsen.de/Coronavirus,https://www.sn-online.de/Schaumburg/Landkreis/Aus-dem-Landkreis/Urlaubsrueckkehrer-Fuenfter-Corona-Fall-im-Landkreis-Schaumburg,18/03/2020 17:33,12,,,,,,,,0,,,,,,,,,3
Schleswig-Flensburg,Kreis,21,24%,"https://www.schleswig-flensburg.de/Leben-Soziales/Gesundheit/Coronavirus/Corona-Virus-Aktuelle-Informationen-des-Kreises-Schleswig-Flensburg.php?object=tx,2120.1&ModID=7&FID=2475.1421.1&NavID=2120.752&La=1","https://www.schleswig-flensburg.de/Leben-Soziales/Gesundheit/Coronavirus/Corona-Virus-Aktuelle-Informationen-des-Kreises-Schleswig-Flensburg.php?object=tx,2120.1&ModID=7&FID=2475.1421.1&NavID=2120.752&La=1",19/03/2020 00:10,21,,,,,,,,0,,,,,,,,,1
Schmalkalden-Meiningen,Landkreis,5,67%,https://www.lra-sm.de/?p=22632,https://www.lra-sm.de/?p=22632,18/03/2020 22:20,5,,,,,,,,0,,,,,,,,,16
Schwabach,Kreisfreie Stadt,6,20%,https://www.schwabach.de/de/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,18/03/2020 21:50,6,,,,,,,,0,,,,,,,,,9
Schwäbisch Hall,Landkreis,62,29%,https://www.lrasha.de/index.php?id=953?&no_cache=1&publish[id]=1107342&publish[start]=,https://www.lrasha.de/index.php?id=953?&no_cache=1&publish[id]=1107342&publish[start]=,18/03/2020 18:50,62,,,,,,,,0,,,,,,,,,8
Schwalm-Eder-Kreis,Landkreis,54,59%,https://www.schwalm-eder-kreis.de/Aktuelles/Aktuelle-Informationen-zum-neuartigen-Coronavirus-Covid-19/Aktuelle-Zahlen-Schwalm-Eder.htm?,https://www.schwalm-eder-kreis.de/Aktuelles/Aktuelle-Informationen-zum-neuartigen-Coronavirus-Covid-19/Aktuelle-Zahlen-Schwalm-Eder.htm?,19/03/2020 00:00,54,,,,,,,,0,,,,,,,,,6
Schwandorf,Landkreis,17,13%,https://www.landkreis-schwandorf.de/index.php?object=tx%7C1901.64&ModID=255&FID=1901.15309.1&&mNavID=1.100&La=1,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,18/03/2020 21:50,20,,,,,,,,1,,,,,,,,,9
Schwarzwald-Baar-Kreis,Landkreis,29,7%,"https://www.lrasbk.de/Aktuelles/Neuigkeiten/index.php?object=tx,2961.13152.1&NavID=2961.1467.1","https://www.lrasbk.de/Aktuelles/Neuigkeiten/index.php?object=tx,2961.13152.1&NavID=2961.1467&La=1",18.03.2020,29,,,,,,,,0,,,,,,,,,8
Schweinfurt,Kreisfreie Stadt,9,13%,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,19/03/2020 00:00,27,,,,,,,,1,,,,,,,,,9
Schweinfurt,Landkreis,18,13%,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,19/03/2020 00:00,27,,,,,,,,1,,,,,,,,,9
Schwerin,Kreisfreie Stadt,19,73%,https://www.schwerin.de/politik-verwaltung/stadtverwaltung/pressestelle/pressemitteilungen/,https://www.schwerin.de/politik-verwaltung/stadtverwaltung/pressestelle/pressemitteilungen/,18/03/2020 20:15,19,,,,,,,,0,,,,,,,,,13
Segeberg,Kreis,18,29%,https://www.segeberg.de/coronavirus,https://www.segeberg.de/coronavirus,19/03/2020 00:11,18,,,,,,,,0,,,,,,,,,1
Siegen-Wittgenstein,Kreis,29,12%,"https://www.siegen-wittgenstein.de/Kreisverwaltung/Aktuelles/Aktuelle-Meldungen/5-neue-Coronaf%C3%A4lle-in-Siegen-Wittgenstein-Kreisverwaltung-bleibt-ab-Dienstag-17-M%C3%A4rz-geschlossen.php?object=tx,2170.14.1&ModID=7&FID=2170.2482.1&NavID=2170.58&La=1&call=suche","https://www.siegen-wittgenstein.de/Kreisverwaltung/Aktuelles/Aktuelle-Meldungen/5-neue-Coronaf%C3%A4lle-in-Siegen-Wittgenstein-Kreisverwaltung-bleibt-ab-Dienstag-17-M%C3%A4rz-geschlossen.php?object=tx,2170.14.1&ModID=7&FID=2170.2482.1&NavID=2170.58&La=1&call=suche",18/03/2020 19:55,29,,,,,,,,0,,,,,,,,,5
Sigmaringen,Landkreis,48,30%,https://www.landkreis-sigmaringen.de/de/Aktuell/Aktuelle-Meldungen/Aktuelle-Meldung?view=publish&item=article&id=2261,https://www.landkreis-sigmaringen.de/de/Aktuell/Aktuelle-Meldungen/Aktuelle-Meldung?view=publish&item=article&id=2256,18/03/2020 19:56,48,,,,,,,,0,,,,,,,,,8
Soest,Kreis,49,40%,https://www.kreis-soest.de/pressemitteilungen/presseservice/1040275.php,https://www.kreis-soest.de/gesundheit_verbraucher/gesundheit/infektionsschutz/corona/Corona.php,18/03/2020 19:57,49,,,,,,,,0,,,,,,,,,5
Solingen,Kreisfreie Stadt,33,3%,https://www.solingen.de/de/inhalt/coronavirus/,https://www.solingen.de/de/inhalt/coronavirus/,18/03/2020 19:58,35,,,,,,,,1,,,,,,,,,5
Sömmerda,Landkreis,0,,https://www.lra-soemmerda.de/,https://www.lra-soemmerda.de/,18/03/2020 22:20,0,,,,,,,,0,,,,,,,,,16
Sonneberg,Landkreis,0,,https://www.kreis-sonneberg.de/,https://www.kreis-sonneberg.de/,18/03/2020 22:20,0,,,,,,,,0,,,,,,,,,16
Speyer,Kreisfreie Stadt,5,25%,https://www.speyer.de/sv_speyer/de/Rathaus/Medien-Infos/Aktuelle%20Infos/Aktuelle%20Informationen%20zum%20Coronavirus/,https://www.speyer.de/sv_speyer/de/Rathaus/Medien-Infos/Aktuelle%20Infos/Aktuelle%20Informationen%20zum%20Coronavirus/,19/03/2020 00:00,8,,,,,3/19/2020 15:44:43,https://www.rhein-pfalz-kreis.de/kv_rpk/Coronavirus/Fallzahlen/,@passix_,1,,,,,,,,,7
Spree-Neiße,Landkreis,20,54%,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html,18/03/2020 13:00,20,,,,,,,,0,,,,,,,,,12
St. Wendel,Landkreis,22,29%,https://www.landkreis-st-wendel.de/der-landkreis/landratsamt/aktuelle-meldungen/,https://www.landkreis-st-wendel.de/der-landkreis/landratsamt/aktuelle-meldungen/,18/03/2020 20:00,22,,,,,,,,0,,,,,,,,,10
Stade,Landkreis,33,18%,https://www.landkreis-stade.de/portal/meldungen/coronavirus-aktuelle-lage-informationen-und-hinweise-des-gesundheitsamtes-landkreis-stade-901004416-20350.html?rubrik=901000006,https://www.landkreis-stade.de/portal/meldungen/coronavirus-aktuelle-lage-informationen-und-hinweise-des-gesundheitsamtes-landkreis-stade-901004416-20350.html?rubrik=901000006,18/03/2020 08:00,33,,,,,,,,0,,,,,,,,,3
Städteregion Aachen,Kreis,273,29%,http://www.aachen.de/DE/stadt_buerger/notfall_informationen/corona/aktuelles/index.html,http://www.aachen.de/DE/stadt_buerger/notfall_informationen/corona/aktuelles/index.html,18/03/2020 13:45,334,,,,,,,,1,,,,,,,,,5
Starnberg,Landkreis,50,0%,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,19/03/2020 00:00,62,,,,,,,,1,,,,,,,,,9
Steinburg,Kreis,4,0%,https://www.steinburg.de/startseite/presse-aktuelles/meldungen/details/tx_news/allgemeine-informationen-und-verhaltensregeln-zum-coronavirus.html,https://www.steinburg.de/startseite/presse-aktuelles/meldungen/details/tx_news/allgemeine-informationen-und-verhaltensregeln-zum-coronavirus.html,19/03/2020 00:12,4,,,,,,,,0,,,,,,,,,1
Steinfurt,Kreis,124,31%,https://www.kreis-steinfurt.de/kv_steinfurt/Aktuelles/Slider/Informationen%20Coronavirus/,https://www.kreis-steinfurt.de/kv_steinfurt/Aktuelles/Slider/Informationen%20Coronavirus/,18/03/2020 08:30,138,,1250,,,19/03/2020 08:30,http://www.presse-service.de/Meldungen.aspx?Typ=0&PS_ID=1285,@JohannesBrand98,1,,,,,,,,,5
Stendal,Landkreis,5,-38%,https://www.landkreis-stendal.de/,https://www.landkreis-stendal.de/,19/03/2020 00:00,5,,,,,,,,0,,,,,,,,,15
Stormarn,Kreis,17,113%,https://www.kreis-stormarn.de/aktuelles/pressemeldungen/2020/zahl-der-corona-faelle-im-kreis-stormarn.html,https://www.kreis-stormarn.de/aktuelles/pressemeldungen/2020/zahl-der-bestaetigten-corona-faelle-steigt-weiter.html,19/03/2020 00:13,17,,,,,,,,0,,,,,,,,,1
Straubing,Kreisfreie Stadt,14,75%,http://www.straubing.de/de/buerger-und-soziales/aktuelles/2020/info_corona_virus.php,http://www.straubing.de/de/buerger-und-soziales/aktuelles/2020/info_corona_virus.php,18/03/2020 20:07,14,,,,,,,,0,,,,,,,,,9
Straubing-Bogen,Landkreis,13,225%,https://www.landkreis-straubing-bogen.de/buergerservice/aktuelles-pressemitteilungen/corona/,https://www.landkreis-straubing-bogen.de/buergerservice/aktuelles-pressemitteilungen/corona/,18/03/2020 17:30,13,,,,,,,,0,,,,,,,,,9
Stuttgart,Stadtkreis,284,0%,https://www.stuttgart.de/item/show/273273/1/9/689988?plist=homepage,https://www.stuttgart.de/item/show/273273/1/9/689988?plist=homepage,16.03.2020,284,,,,,,,,0,,,,,,,,,8
Südliche Weinstraße,Landkreis,21,11%,https://www.suedliche-weinstrasse.de/de/aktuelles/pressemeldungen/2020_066.php,https://msagd.rlp.de/de/unsere-themen/gesundheit-und-pflege/gesundheitliche-versorgung/oeffentlicher-gesundheitsdienst-hygiene-und-infektionsschutz/infektionsschutz/informationen-zum-coronavirus-sars-cov-2/,18/03/2020 16:30,24,,,,,3/19/2020 15:44:43,https://lua.rlp.de/de/presse/detail/news/News/detail/coronavirus-sars-cov-2-aktuelle-fallzahlen-fuer-rheinland-pfalz/,@passix_,1,,,,,,,,,7
Südwestpfalz,Landkreis,6,100%,https://www.lksuedwestpfalz.de/aktuelles/nachrichten/2020/maerz/coronavirus-erster-positiver-fall/,https://www.lksuedwestpfalz.de/aktuelles/nachrichten/2020/maerz/coronavirus-erster-positiver-fall/,19/03/2020 00:00,6,,,,,3/19/2020 15:44:43,https://www.lksuedwestpfalz.de/aktuelles/nachrichten/2020/maerz/weitere-corona-faelle/,@passix_,0,,,,,,,,,7
Suhl,Kreisfreie Stadt,1,0%,https://www.suhltrifft.de/content/blogsection/41/2246/,https://www.suhltrifft.de/content/blogsection/41/2246/,18/03/2020 22:20,1,,,,,,,,0,,,,,,,,,16
Teltow-Fläming,Landkreis,11,10%,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,18/03/2020 20:15,11,,,,,,,,0,,,,,,,,,12
Tirschenreuth,Landkreis,47,18%,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/20-weitere-faelle-im-landkreis-tirschenreuth-3-weitere-praxen-betroffen-eingeschraenkter-dienstbetri/,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/ausgangssperre-fuer-die-stadt-mitteteich-47-bestaetigte-faelle-im-landkreis-davon-25-in-der-stadt-mit/,18/04/2020 14:00,47,,,,,,,,0,,,,,,,,,9
Traunstein,Landkreis,19,90%,https://www.traunstein.com/aktuelles/meldungen/aktuelle-informationen-zum-corona-virus-im-lk-ts-drei-neue-bestaetigte-faelle,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,18/03/2020 22:00,19,,,,,,,,0,,,,,,,,,9
Trier,Kreisfreie Stadt,10,0%,https://www.trier-saarburg.de/,https://www.trier.de/rathaus-buerger-in/aktuelles/trier.de-news/coronavirus/,19/03/2020 00:00,12,,,,,3/19/2020 15:44:43,https://www.trier.de/rathaus-buerger-in/aktuelles/trier.de-news/coronavirus/,@passix_,1,,,,,,,,,7
Trier-Saarburg,Landkreis,15,25%,https://www.trier-saarburg.de/,https://www.trier-saarburg.de/news/Corona-PM3,18/03/2020 20:00,19,,,,,3/19/2020 15:44:43,https://www.trier.de/rathaus-buerger-in/aktuelles/trier.de-news/coronavirus/,@passix_,1,,,,,,,,,7
Tübingen,Landkreis,113,12%,"https://www.gea.de/reutlingen_artikel,-49-f%C3%A4lle-im-kreis-reutlingenrund-um-die-uhr-erreichbarkeit-beim-drk-labore-%C3%BCberlastet-_arid,6241760.html",https://www.kreis-tuebingen.de/Startseite.html,18/03/2020 16:08,113,,,,,,,,0,,,,,,,,,8
Tuttlingen,Landkreis,7,0%,"https://www.schwaebische.de/landkreis/landkreis-tuttlingen/tuttlingen_artikel,-weiterer-corona-fall-im-landkreis-tuttlingen-_arid,11201241.html","https://www.schwaebische.de/landkreis/landkreis-tuttlingen/tuttlingen_artikel,-weiterer-corona-fall-im-landkreis-tuttlingen-_arid,11201241.html",19/03/2020 00:00,7,,,,,,,,0,,,,,,,,,8
Uckermark,Landkreis,1,NEU,"https://www.uckermark.de/index.phtml?La=1&mNavID=1897.1&object=tx,2203.462.1&kat=&kuo=2&sub=0",https://www.uckermark.de/PDF/Erste_best%C3%A4tigte_F%C3%A4lle_einer_Covi1.PDF?ObjSvrID=2203&ObjID=3437&ObjLa=1&Ext=PDF&WTR=1&_ts=1584516990,17.03.2020,1,,,,,,,,0,,,,,,,,,12
Uelzen,Landkreis,3,200%,https://www.landkreis-uelzen.de/home/soziales-familie-und-gesundheit/gesundheit/corona-virus.aspx,https://www.landkreis-uelzen.de/home/soziales-familie-und-gesundheit/gesundheit/corona-virus.aspx,19/03/2020 00:00,3,,,,,,,,0,,,,,,,,,3
Ulm,Stadtkreis,33,74%,https://www.alb-donau-kreis.de/alb-donau-kreis/startseite/dienstleistungen+service/coronavirus.html,https://www.alb-donau-kreis.de/alb-donau-kreis/startseite/dienstleistungen+service/coronavirus.html,18/03/2020 16:50,33,,,,,,,,0,,,,,,,,,8
Unna,Kreis,51,104%,https://www.kreis-unna.de/nachrichten/n/update-coronavirus-1/,https://www.kreis-unna.de/nachrichten/n/update-coronavirus-1/,18/03/2020 16:35,51,,,,,,,,0,,,,,,,,,5
Unstrut-Hainich-Kreis,Landkreis,2,0%,https://www.unstrut-hainich-kreis.de/,https://www.unstrut-hainich-kreis.de/,18/03/2020 22:20,2,,,,,,,,0,,,,,,,,,16
Unterallgäu,Landkreis,19,6%,https://www.landratsamt-unterallgaeu.de/aktuelles/pressemitteilungen.html,https://www.landratsamt-unterallgaeu.de/aktuelles/pressemitteilungen/pressemitteilung-detail-ansicht/news/detail/news/corona:-so-schuetzen-sie-sich-und-ihre-mitmenschen.html,17/03/2020 12:00,19,,,,,,,,0,,,,,,,,,9
Vechta,Landkreis,17,183%,https://www.landkreis-vechta.de/nc/service/aktuelles/pressemitteilungen/einzelansicht/news/inzwischen-sechs-covid-19-infektionen-im-landkreis-vechta.html,https://www.landkreis-vechta.de/service/aktuelles/pressemitteilungen.html,17/03/2020,17,,,,,,,,0,,,,,,,,,3
Verden,Landkreis,20,43%,https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034,https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034,18/03/2020 14:00,22,,,,,,,,1,,,,,,,,,3
Viersen,Kreis,58,26%,https://www.kreis-viersen.de/,https://www.kreis-viersen.de/,18/03/2020 12:20,74,4,,,,,https://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,,1,,,,,,,,,5
